episodes,steps,total reward
101,10000,25.0
241,20000,76.0
468,30000,178.0
947,40000,381.0
1423,50000,399.0
1903,60000,386.0
2386,70000,382.0
2877,80000,391.0
3360,90000,395.0
3830,100000,391.0
